"File","NEF","TIFF","Date Created","Date Modified","File Size","Image Size","Date Shot","Time Zone and Date","Image Quality","Artist","Copyright","Image Comment","Device","Lens","Focal Length","Focus Mode","AF-Area Mode","VR","AF Fine Tune","Aperture","Shutter Speed","Exposure Mode","Exposure Comp.","Exposure Tuning","Metering","ISO Sensitivity","Flash Device","Flash Sync Mode","Flash Mode","White Balance","Color Space","High ISO NR","Long Exposure NR","Active D-Lighting","Image Authentication","Vignette Control","Auto Distortion Control","Picture Control","Base","Quick Adjust","Sharpening","Contrast","Brightness","Saturation","Hue","Filter Effects","Toning","Optimize Image","Color Mode","Tone Comp.","Hue Adjustment","Saturation","Sharpening","Latitude","Longitude","Altitude","Altitude Reference","Heading","UTC","Map Datum","Scene Mode","Keywords"
"r5815d03at","http://193.205.194.113/RAISE/NEF/r5815d03at.NEF","http://193.205.194.113/RAISE/TIFF/r5815d03at.TIF","9/21/2014 0:20","5/13/2012 5:19","10.0 MB","L (4288 x 2848)","19:23.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","1/320s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r40d3374at","http://193.205.194.113/RAISE/NEF/r40d3374at.NEF","http://193.205.194.113/RAISE/TIFF/r40d3374at.TIF","9/21/2014 0:20","5/13/2012 5:19","10.3 MB","L (4288 x 2848)","19:27.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","1/250s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r2c07a32bt","http://193.205.194.113/RAISE/NEF/r2c07a32bt.NEF","http://193.205.194.113/RAISE/TIFF/r2c07a32bt.TIF","9/21/2014 0:20","5/13/2012 5:19","10.8 MB","L (4288 x 2848)","19:32.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","40mm","AF-A","Auto","ON","","f/11","1/200s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"r78134584t","http://193.205.194.113/RAISE/NEF/r78134584t.NEF","http://193.205.194.113/RAISE/TIFF/r78134584t.TIF","9/21/2014 0:20","5/13/2012 5:21","10.7 MB","L (4288 x 2848)","21:15.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","1/400s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"ra71d71cat","http://193.205.194.113/RAISE/NEF/ra71d71cat.NEF","http://193.205.194.113/RAISE/TIFF/ra71d71cat.TIF","9/21/2014 0:20","5/13/2012 5:21","10.6 MB","L (4288 x 2848)","21:24.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","25mm","AF-A","Auto","ON","","f/11","1/800s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"rb47de8f0t","http://193.205.194.113/RAISE/NEF/rb47de8f0t.NEF","http://193.205.194.113/RAISE/TIFF/rb47de8f0t.TIF","9/21/2014 0:20","5/13/2012 5:22","10.7 MB","L (4288 x 2848)","22:45.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","1/250s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"r1eaa5d42t","http://193.205.194.113/RAISE/NEF/r1eaa5d42t.NEF","http://193.205.194.113/RAISE/TIFF/r1eaa5d42t.TIF","9/21/2014 0:20","5/13/2012 5:23","10.1 MB","L (4288 x 2848)","23:15.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","1/200s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"rda91d431t","http://193.205.194.113/RAISE/NEF/rda91d431t.NEF","http://193.205.194.113/RAISE/TIFF/rda91d431t.TIF","9/21/2014 0:20","5/13/2012 5:25","11.3 MB","L (4288 x 2848)","25:15.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","48mm","AF-A","Auto","ON","","f/11","1/125s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"r7b10b3f8t","http://193.205.194.113/RAISE/NEF/r7b10b3f8t.NEF","http://193.205.194.113/RAISE/TIFF/r7b10b3f8t.TIF","9/21/2014 0:21","5/13/2012 5:30","11.9 MB","L (4288 x 2848)","30:13.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","1/200s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"rc13f116bt","http://193.205.194.113/RAISE/NEF/rc13f116bt.NEF","http://193.205.194.113/RAISE/TIFF/rc13f116bt.TIF","9/21/2014 0:21","5/13/2012 5:31","11.4 MB","L (4288 x 2848)","31:29.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","1/200s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"r4c028f1dt","http://193.205.194.113/RAISE/NEF/r4c028f1dt.NEF","http://193.205.194.113/RAISE/TIFF/r4c028f1dt.TIF","9/21/2014 0:21","5/13/2012 5:32","11.9 MB","L (4288 x 2848)","31:58.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","1/100s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"r48ae834bt","http://193.205.194.113/RAISE/NEF/r48ae834bt.NEF","http://193.205.194.113/RAISE/TIFF/r48ae834bt.TIF","9/21/2014 0:21","5/13/2012 5:37","10.8 MB","L (4288 x 2848)","37:25.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","38mm","AF-A","Auto","ON","","f/11","1/200s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","objects; outdoor"
"reb291931t","http://193.205.194.113/RAISE/NEF/reb291931t.NEF","http://193.205.194.113/RAISE/TIFF/reb291931t.TIF","9/21/2014 0:21","5/13/2012 5:38","10.7 MB","L (4288 x 2848)","38:02.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","1/200s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r0150031ft","http://193.205.194.113/RAISE/NEF/r0150031ft.NEF","http://193.205.194.113/RAISE/TIFF/r0150031ft.TIF","9/21/2014 0:21","5/13/2012 5:38","11.2 MB","L (4288 x 2848)","38:24.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","1/250s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"refa1cbf0t","http://193.205.194.113/RAISE/NEF/refa1cbf0t.NEF","http://193.205.194.113/RAISE/TIFF/refa1cbf0t.TIF","9/21/2014 0:21","5/13/2012 5:40","11.0 MB","L (4288 x 2848)","40:23.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","1/250s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"r24c19ce2t","http://193.205.194.113/RAISE/NEF/r24c19ce2t.NEF","http://193.205.194.113/RAISE/TIFF/r24c19ce2t.TIF","9/21/2014 0:21","5/13/2012 5:42","11.2 MB","L (4288 x 2848)","42:17.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","30mm","AF-A","Auto","ON","","f/11","1/30s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","objects; outdoor"
"rcc2f4ed1t","http://193.205.194.113/RAISE/NEF/rcc2f4ed1t.NEF","http://193.205.194.113/RAISE/TIFF/rcc2f4ed1t.TIF","9/21/2014 0:22","5/13/2012 5:43","10.7 MB","L (4288 x 2848)","43:31.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","1/250s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"r2b620591t","http://193.205.194.113/RAISE/NEF/r2b620591t.NEF","http://193.205.194.113/RAISE/TIFF/r2b620591t.TIF","9/21/2014 0:22","5/13/2012 7:10","10.4 MB","L (4288 x 2848)","10:39.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","21mm","AF-A","Auto","ON","","f/3.8","1/1600s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"ra3f77144t","http://193.205.194.113/RAISE/NEF/ra3f77144t.NEF","http://193.205.194.113/RAISE/TIFF/ra3f77144t.TIF","9/21/2014 0:22","5/13/2012 7:18","11.1 MB","L (4288 x 2848)","18:26.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","21mm","AF-A","Auto","ON","","f/3.8","1/1250s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","outdoor; people"
"r8ad76a1ct","http://193.205.194.113/RAISE/NEF/r8ad76a1ct.NEF","http://193.205.194.113/RAISE/TIFF/r8ad76a1ct.TIF","9/21/2014 0:22","5/13/2012 9:29","10.1 MB","L (4288 x 2848)","29:05.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/5.6","1/200s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","objects; outdoor"
"rb6507758t","http://193.205.194.113/RAISE/NEF/rb6507758t.NEF","http://193.205.194.113/RAISE/TIFF/rb6507758t.TIF","9/21/2014 0:22","5/13/2012 9:48","10.7 MB","L (4288 x 2848)","48:28.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","26mm","AF-A","Auto","ON","","f/4","1/800s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"rb15d90f6t","http://193.205.194.113/RAISE/NEF/rb15d90f6t.NEF","http://193.205.194.113/RAISE/TIFF/rb15d90f6t.TIF","9/21/2014 0:22","5/13/2012 9:51","10.3 MB","L (4288 x 2848)","51:42.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/5.6","1/640s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r09b86185t","http://193.205.194.113/RAISE/NEF/r09b86185t.NEF","http://193.205.194.113/RAISE/TIFF/r09b86185t.TIF","9/21/2014 0:23","5/13/2012 9:53","11.0 MB","L (4288 x 2848)","53:12.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","85mm","AF-A","Wide Area","ON","","f/5.6","1/125s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"rcac9a947t","http://193.205.194.113/RAISE/NEF/rcac9a947t.NEF","http://193.205.194.113/RAISE/TIFF/rcac9a947t.TIF","9/21/2014 0:23","5/13/2012 9:53","10.7 MB","L (4288 x 2848)","53:46.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","21mm","AF-A","Auto","ON","","f/3.8","1/800s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r097088c1t","http://193.205.194.113/RAISE/NEF/r097088c1t.NEF","http://193.205.194.113/RAISE/TIFF/r097088c1t.TIF","9/21/2014 0:23","5/13/2012 9:56","10.6 MB","L (4288 x 2848)","56:47.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/800s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r6ebdc1f5t","http://193.205.194.113/RAISE/NEF/r6ebdc1f5t.NEF","http://193.205.194.113/RAISE/TIFF/r6ebdc1f5t.TIF","9/21/2014 0:23","5/13/2012 9:57","9.52 MB","L (4288 x 2848)","57:05.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","62mm","AF-A","Auto","ON","","f/5.3","1/1000s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"r4c9333c6t","http://193.205.194.113/RAISE/NEF/r4c9333c6t.NEF","http://193.205.194.113/RAISE/TIFF/r4c9333c6t.TIF","9/21/2014 0:23","5/13/2012 9:57","10.5 MB","L (4288 x 2848)","57:11.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/800s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r95dc2f6bt","http://193.205.194.113/RAISE/NEF/r95dc2f6bt.NEF","http://193.205.194.113/RAISE/TIFF/r95dc2f6bt.TIF","9/21/2014 0:23","5/13/2012 9:57","10.4 MB","L (4288 x 2848)","57:35.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/5.6","1/400s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","outdoor"
"r7700377bt","http://193.205.194.113/RAISE/NEF/r7700377bt.NEF","http://193.205.194.113/RAISE/TIFF/r7700377bt.TIF","9/21/2014 0:24","5/13/2012 10:03","10.6 MB","L (4288 x 2848)","03:34.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/5.6","1/500s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"r0bc87c20t","http://193.205.194.113/RAISE/NEF/r0bc87c20t.NEF","http://193.205.194.113/RAISE/TIFF/r0bc87c20t.TIF","9/21/2014 0:24","5/13/2012 10:03","10.8 MB","L (4288 x 2848)","03:40.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/5.6","1/500s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"rb1be497ft","http://193.205.194.113/RAISE/NEF/rb1be497ft.NEF","http://193.205.194.113/RAISE/TIFF/rb1be497ft.TIF","9/21/2014 0:24","5/13/2012 10:10","9.32 MB","L (4288 x 2848)","10:47.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/5.6","1/500s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"r582afa47t","http://193.205.194.113/RAISE/NEF/r582afa47t.NEF","http://193.205.194.113/RAISE/TIFF/r582afa47t.TIF","9/21/2014 0:24","5/13/2012 10:10","10.6 MB","L (4288 x 2848)","10:52.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/5.6","1/640s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor"
"rbbf9584et","http://193.205.194.113/RAISE/NEF/rbbf9584et.NEF","http://193.205.194.113/RAISE/TIFF/rbbf9584et.TIF","9/21/2014 0:25","5/13/2012 10:19","10.6 MB","L (4288 x 2848)","19:47.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/800s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r31324e86t","http://193.205.194.113/RAISE/NEF/r31324e86t.NEF","http://193.205.194.113/RAISE/TIFF/r31324e86t.TIF","9/21/2014 0:25","5/13/2012 10:22","10.7 MB","L (4288 x 2848)","22:50.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/1000s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"rcfe6041et","http://193.205.194.113/RAISE/NEF/rcfe6041et.NEF","http://193.205.194.113/RAISE/TIFF/rcfe6041et.TIF","9/21/2014 0:25","5/13/2012 10:25","9.94 MB","L (4288 x 2848)","25:39.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/5.6","1/400s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r2a90defbt","http://193.205.194.113/RAISE/NEF/r2a90defbt.NEF","http://193.205.194.113/RAISE/TIFF/r2a90defbt.TIF","9/21/2014 0:26","5/13/2012 10:25","9.40 MB","L (4288 x 2848)","25:48.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","92mm","AF-A","Auto","ON","","f/5.6","1/400s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r41b9ae91t","http://193.205.194.113/RAISE/NEF/r41b9ae91t.NEF","http://193.205.194.113/RAISE/TIFF/r41b9ae91t.TIF","9/21/2014 0:26","5/13/2012 10:27","10.1 MB","L (4288 x 2848)","27:12.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/5.6","1/200s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r8096b989t","http://193.205.194.113/RAISE/NEF/r8096b989t.NEF","http://193.205.194.113/RAISE/TIFF/r8096b989t.TIF","9/21/2014 0:26","5/13/2012 10:27","10.4 MB","L (4288 x 2848)","27:43.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/1250s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r7fce1410t","http://193.205.194.113/RAISE/NEF/r7fce1410t.NEF","http://193.205.194.113/RAISE/TIFF/r7fce1410t.TIF","9/21/2014 0:26","5/13/2012 10:28","10.7 MB","L (4288 x 2848)","28:34.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/5.6","1/250s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"rb2a4712et","http://193.205.194.113/RAISE/NEF/rb2a4712et.NEF","http://193.205.194.113/RAISE/TIFF/rb2a4712et.TIF","9/21/2014 0:26","5/13/2012 10:28","10.7 MB","L (4288 x 2848)","28:42.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/5.6","1/320s","Aperture Priority","+0.3EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[VI] VIVID","[VI] VIVID","-","6","Active D-Lighting","Active D-Lighting","3","2","","","","","","","","","","","","","","","","","buildings; outdoor; people"
